timestamp,attraction_id,name,city,category,popularity_score,estimated_capacity,hour,day_of_week,weather,holiday_flag,event_flag,historical_crowd_score,indoor_outdoor,temperature,rain_flag,crowd_score
2026-03-22 18:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,18,Sunday,mưa rào,1,0,79.0,indoor,27,1,93
2026-03-22 19:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,19,Sunday,mưa rào,1,0,93.0,indoor,27,1,85
2026-03-22 20:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,20,Sunday,mưa rào,1,0,85.0,indoor,27,1,90
2026-03-22 21:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,21,Sunday,mưa rào,1,0,90.0,indoor,27,1,74
2026-03-23 06:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,6,Monday,nắng nhẹ,0,0,74.0,indoor,29,0,59
2026-03-23 07:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,7,Monday,nắng nhẹ,0,0,59.0,indoor,29,0,52
2026-03-23 08:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,8,Monday,nắng nhẹ,0,0,52.0,indoor,29,0,62
2026-03-23 09:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,9,Monday,nắng nhẹ,0,0,62.0,indoor,29,0,63
2026-03-23 10:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,10,Monday,nắng nhẹ,0,0,63.0,indoor,29,0,53
2026-03-23 11:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,11,Monday,nắng nhẹ,0,0,53.0,indoor,29,0,75
2026-03-23 12:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,12,Monday,nắng nhẹ,0,0,75.0,indoor,29,0,79
2026-03-23 13:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,13,Monday,nắng nhẹ,0,0,79.0,indoor,29,0,64
2026-03-23 14:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,14,Monday,nắng nhẹ,0,0,64.0,indoor,29,0,52
2026-03-23 15:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,15,Monday,nắng nhẹ,0,0,52.0,indoor,29,0,60
2026-03-23 16:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,16,Monday,nắng nhẹ,0,0,60.0,indoor,29,0,54
2026-03-23 17:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,17,Monday,nắng nhẹ,0,0,54.0,indoor,29,0,59
2026-03-23 18:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,18,Monday,nắng nhẹ,0,0,59.0,indoor,29,0,78
2026-03-23 19:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,19,Monday,nắng nhẹ,0,0,78.0,indoor,29,0,77
2026-03-23 20:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,20,Monday,nắng nhẹ,0,0,77.0,indoor,29,0,70
2026-03-23 21:00:00,DN005,Chợ Hàn,Đà Nẵng,ẩm thực,84,3000,21,Monday,nắng nhẹ,0,0,70.0,indoor,29,0,62
2026-03-17 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Tuesday,nắng nhẹ,0,0,54.0,indoor,28,0,54
2026-03-17 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Tuesday,nắng nhẹ,0,0,54.0,indoor,28,0,66
2026-03-17 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Tuesday,nắng nhẹ,0,0,66.0,indoor,28,0,64
2026-03-17 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Tuesday,nắng nhẹ,0,0,64.0,indoor,28,0,59
2026-03-17 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Tuesday,nắng nhẹ,0,0,59.0,indoor,28,0,65
2026-03-17 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Tuesday,nắng nhẹ,0,0,65.0,indoor,28,0,82
2026-03-17 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Tuesday,nắng nhẹ,0,0,82.0,indoor,28,0,82
2026-03-17 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Tuesday,nắng nhẹ,0,0,82.0,indoor,28,0,54
2026-03-17 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Tuesday,nắng nhẹ,0,0,54.0,indoor,28,0,62
2026-03-17 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Tuesday,nắng nhẹ,0,0,62.0,indoor,28,0,60
2026-03-17 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Tuesday,nắng nhẹ,0,0,60.0,indoor,28,0,66
2026-03-17 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Tuesday,nắng nhẹ,0,0,66.0,indoor,28,0,64
2026-03-17 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Tuesday,nắng nhẹ,0,0,64.0,indoor,28,0,84
2026-03-17 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Tuesday,nắng nhẹ,0,0,84.0,indoor,28,0,82
2026-03-17 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Tuesday,nắng nhẹ,0,0,82.0,indoor,28,0,73
2026-03-17 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Tuesday,nắng nhẹ,0,0,73.0,indoor,28,0,59
2026-03-18 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Wednesday,nắng đẹp,0,0,59.0,indoor,30,0,58
2026-03-18 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Wednesday,nắng đẹp,0,0,58.0,indoor,30,0,66
2026-03-18 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Wednesday,nắng đẹp,0,0,66.0,indoor,30,0,61
2026-03-18 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Wednesday,nắng đẹp,0,0,61.0,indoor,30,0,60
2026-03-18 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Wednesday,nắng đẹp,0,0,60.0,indoor,30,0,59
2026-03-18 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Wednesday,nắng đẹp,0,0,59.0,indoor,30,0,72
2026-03-18 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Wednesday,nắng đẹp,0,0,72.0,indoor,30,0,78
2026-03-18 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Wednesday,nắng đẹp,0,0,78.0,indoor,30,0,64
2026-03-18 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Wednesday,nắng đẹp,0,0,64.0,indoor,30,0,55
2026-03-18 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Wednesday,nắng đẹp,0,0,55.0,indoor,30,0,62
2026-03-18 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Wednesday,nắng đẹp,0,0,62.0,indoor,30,0,66
2026-03-18 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Wednesday,nắng đẹp,0,0,66.0,indoor,30,0,63
2026-03-18 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Wednesday,nắng đẹp,0,0,63.0,indoor,30,0,77
2026-03-18 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Wednesday,nắng đẹp,0,0,77.0,indoor,30,0,81
2026-03-18 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Wednesday,nắng đẹp,0,0,81.0,indoor,30,0,74
2026-03-18 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Wednesday,nắng đẹp,0,0,74.0,indoor,30,0,56
2026-03-19 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Thursday,nhiều mây,0,0,56.0,indoor,29,0,56
2026-03-19 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Thursday,nhiều mây,0,0,56.0,indoor,29,0,66
2026-03-19 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Thursday,nhiều mây,0,0,66.0,indoor,29,0,58
2026-03-19 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Thursday,nhiều mây,0,0,58.0,indoor,29,0,65
2026-03-19 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Thursday,nhiều mây,0,0,65.0,indoor,29,0,59
2026-03-19 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Thursday,nhiều mây,0,0,59.0,indoor,29,0,84
2026-03-19 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Thursday,nhiều mây,0,0,84.0,indoor,29,0,77
2026-03-19 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Thursday,nhiều mây,0,0,77.0,indoor,29,0,62
2026-03-19 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Thursday,nhiều mây,0,0,62.0,indoor,29,0,63
2026-03-19 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Thursday,nhiều mây,0,0,63.0,indoor,29,0,62
2026-03-19 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Thursday,nhiều mây,0,0,62.0,indoor,29,0,58
2026-03-19 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Thursday,nhiều mây,0,0,58.0,indoor,29,0,65
2026-03-19 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Thursday,nhiều mây,0,0,65.0,indoor,29,0,75
2026-03-19 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Thursday,nhiều mây,0,0,75.0,indoor,29,0,79
2026-03-19 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Thursday,nhiều mây,0,0,79.0,indoor,29,0,84
2026-03-19 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Thursday,nhiều mây,0,0,84.0,indoor,29,0,62
2026-03-20 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Friday,mưa nhẹ,0,0,62.0,indoor,26,1,59
2026-03-20 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Friday,mưa nhẹ,0,0,59.0,indoor,26,1,70
2026-03-20 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Friday,mưa nhẹ,0,0,70.0,indoor,26,1,63
2026-03-20 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Friday,mưa nhẹ,0,0,63.0,indoor,26,1,63
2026-03-20 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Friday,mưa nhẹ,0,0,63.0,indoor,26,1,60
2026-03-20 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Friday,mưa nhẹ,0,0,60.0,indoor,26,1,79
2026-03-20 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Friday,mưa nhẹ,0,0,79.0,indoor,26,1,87
2026-03-20 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Friday,mưa nhẹ,0,0,87.0,indoor,26,1,71
2026-03-20 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Friday,mưa nhẹ,0,0,71.0,indoor,26,1,71
2026-03-20 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Friday,mưa nhẹ,0,0,71.0,indoor,26,1,64
2026-03-20 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Friday,mưa nhẹ,0,0,64.0,indoor,26,1,63
2026-03-20 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Friday,mưa nhẹ,0,0,63.0,indoor,26,1,66
2026-03-20 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Friday,mưa nhẹ,0,1,66.0,indoor,26,1,84
2026-03-20 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Friday,mưa nhẹ,0,1,84.0,indoor,26,1,85
2026-03-20 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Friday,mưa nhẹ,0,1,85.0,indoor,26,1,81
2026-03-20 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Friday,mưa nhẹ,0,1,81.0,indoor,26,1,59
2026-03-21 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Saturday,nắng đẹp,1,0,59.0,indoor,31,0,65
2026-03-21 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Saturday,nắng đẹp,1,0,65.0,indoor,31,0,68
2026-03-21 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Saturday,nắng đẹp,1,0,68.0,indoor,31,0,69
2026-03-21 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Saturday,nắng đẹp,1,0,69.0,indoor,31,0,68
2026-03-21 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Saturday,nắng đẹp,1,0,68.0,indoor,31,0,64
2026-03-21 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Saturday,nắng đẹp,1,0,64.0,indoor,31,0,83
2026-03-21 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Saturday,nắng đẹp,1,0,83.0,indoor,31,0,86
2026-03-21 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Saturday,nắng đẹp,1,0,86.0,indoor,31,0,75
2026-03-21 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Saturday,nắng đẹp,1,0,75.0,indoor,31,0,70
2026-03-21 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Saturday,nắng đẹp,1,0,70.0,indoor,31,0,66
2026-03-21 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Saturday,nắng đẹp,1,0,66.0,indoor,31,0,71
2026-03-21 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Saturday,nắng đẹp,1,0,71.0,indoor,31,0,68
2026-03-21 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Saturday,nắng đẹp,1,1,68.0,indoor,31,0,92
2026-03-21 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Saturday,nắng đẹp,1,1,92.0,indoor,31,0,94
2026-03-21 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Saturday,nắng đẹp,1,1,94.0,indoor,31,0,88
2026-03-21 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Saturday,nắng đẹp,1,1,88.0,indoor,31,0,69
2026-03-22 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Sunday,mưa rào,1,0,69.0,indoor,27,1,73
2026-03-22 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Sunday,mưa rào,1,0,73.0,indoor,27,1,78
2026-03-22 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Sunday,mưa rào,1,0,78.0,indoor,27,1,75
2026-03-22 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Sunday,mưa rào,1,0,75.0,indoor,27,1,76
2026-03-22 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Sunday,mưa rào,1,0,76.0,indoor,27,1,78
2026-03-22 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Sunday,mưa rào,1,0,78.0,indoor,27,1,87
2026-03-22 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Sunday,mưa rào,1,0,87.0,indoor,27,1,89
2026-03-22 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Sunday,mưa rào,1,0,89.0,indoor,27,1,70
2026-03-22 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Sunday,mưa rào,1,0,70.0,indoor,27,1,71
2026-03-22 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Sunday,mưa rào,1,0,71.0,indoor,27,1,69
2026-03-22 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Sunday,mưa rào,1,0,69.0,indoor,27,1,81
2026-03-22 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Sunday,mưa rào,1,0,81.0,indoor,27,1,78
2026-03-22 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Sunday,mưa rào,1,0,78.0,indoor,27,1,94
2026-03-22 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Sunday,mưa rào,1,0,94.0,indoor,27,1,92
2026-03-22 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Sunday,mưa rào,1,0,92.0,indoor,27,1,94
2026-03-22 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Sunday,mưa rào,1,0,94.0,indoor,27,1,71
2026-03-23 06:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,6,Monday,nắng nhẹ,0,0,71.0,indoor,29,0,57
2026-03-23 07:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,7,Monday,nắng nhẹ,0,0,57.0,indoor,29,0,55
2026-03-23 08:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,8,Monday,nắng nhẹ,0,0,55.0,indoor,29,0,54
2026-03-23 09:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,9,Monday,nắng nhẹ,0,0,54.0,indoor,29,0,56
2026-03-23 10:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,10,Monday,nắng nhẹ,0,0,56.0,indoor,29,0,59
2026-03-23 11:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,11,Monday,nắng nhẹ,0,0,59.0,indoor,29,0,72
2026-03-23 12:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,12,Monday,nắng nhẹ,0,0,72.0,indoor,29,0,77
2026-03-23 13:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,13,Monday,nắng nhẹ,0,0,77.0,indoor,29,0,55
2026-03-23 14:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,14,Monday,nắng nhẹ,0,0,55.0,indoor,29,0,64
2026-03-23 15:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,15,Monday,nắng nhẹ,0,0,64.0,indoor,29,0,56
2026-03-23 16:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,16,Monday,nắng nhẹ,0,0,56.0,indoor,29,0,56
2026-03-23 17:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,17,Monday,nắng nhẹ,0,0,56.0,indoor,29,0,56
2026-03-23 18:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,18,Monday,nắng nhẹ,0,0,56.0,indoor,29,0,75
2026-03-23 19:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,19,Monday,nắng nhẹ,0,0,75.0,indoor,29,0,84
2026-03-23 20:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,20,Monday,nắng nhẹ,0,0,84.0,indoor,29,0,80
2026-03-23 21:00:00,DN006,Chợ Cồn,Đà Nẵng,ẩm thực,88,3200,21,Monday,nắng nhẹ,0,0,80.0,indoor,29,0,54
2026-03-17 06:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,6,Tuesday,nắng nhẹ,0,0,67.0,outdoor,28,0,67
2026-03-17 07:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,7,Tuesday,nắng nhẹ,0,0,67.0,outdoor,28,0,66
2026-03-17 08:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,8,Tuesday,nắng nhẹ,0,0,66.0,outdoor,28,0,68
2026-03-17 09:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,9,Tuesday,nắng nhẹ,0,0,68.0,outdoor,28,0,45
2026-03-17 10:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,10,Tuesday,nắng nhẹ,0,0,45.0,outdoor,28,0,55
2026-03-17 11:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,11,Tuesday,nắng nhẹ,0,0,55.0,outdoor,28,0,46
2026-03-17 12:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,12,Tuesday,nắng nhẹ,0,0,46.0,outdoor,28,0,44
2026-03-17 13:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,13,Tuesday,nắng nhẹ,0,0,44.0,outdoor,28,0,43
2026-03-17 14:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,14,Tuesday,nắng nhẹ,0,0,43.0,outdoor,28,0,51
2026-03-17 15:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,15,Tuesday,nắng nhẹ,0,0,51.0,outdoor,28,0,69
2026-03-17 16:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,16,Tuesday,nắng nhẹ,0,0,69.0,outdoor,28,0,60
2026-03-17 17:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,17,Tuesday,nắng nhẹ,0,0,60.0,outdoor,28,0,65
2026-03-17 18:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,18,Tuesday,nắng nhẹ,0,0,65.0,outdoor,28,0,49
2026-03-17 19:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,19,Tuesday,nắng nhẹ,0,0,49.0,outdoor,28,0,49
2026-03-17 20:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,20,Tuesday,nắng nhẹ,0,0,49.0,outdoor,28,0,47
2026-03-17 21:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,21,Tuesday,nắng nhẹ,0,0,47.0,outdoor,28,0,54
2026-03-18 06:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,6,Wednesday,nắng đẹp,0,0,54.0,outdoor,30,0,63
2026-03-18 07:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,7,Wednesday,nắng đẹp,0,0,63.0,outdoor,30,0,61
2026-03-18 08:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,8,Wednesday,nắng đẹp,0,0,61.0,outdoor,30,0,66
2026-03-18 09:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,9,Wednesday,nắng đẹp,0,0,66.0,outdoor,30,0,43
2026-03-18 10:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,10,Wednesday,nắng đẹp,0,0,43.0,outdoor,30,0,46
2026-03-18 11:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,11,Wednesday,nắng đẹp,0,0,46.0,outdoor,30,0,50
2026-03-18 12:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,12,Wednesday,nắng đẹp,0,0,50.0,outdoor,30,0,50
2026-03-18 13:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,13,Wednesday,nắng đẹp,0,0,50.0,outdoor,30,0,51
2026-03-18 14:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,14,Wednesday,nắng đẹp,0,0,51.0,outdoor,30,0,56
2026-03-18 15:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,15,Wednesday,nắng đẹp,0,0,56.0,outdoor,30,0,72
2026-03-18 16:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,16,Wednesday,nắng đẹp,0,0,72.0,outdoor,30,0,66
2026-03-18 17:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,17,Wednesday,nắng đẹp,0,0,66.0,outdoor,30,0,63
2026-03-18 18:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,18,Wednesday,nắng đẹp,0,0,63.0,outdoor,30,0,51
2026-03-18 19:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,19,Wednesday,nắng đẹp,0,0,51.0,outdoor,30,0,59
2026-03-18 20:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,20,Wednesday,nắng đẹp,0,0,59.0,outdoor,30,0,55
2026-03-18 21:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,21,Wednesday,nắng đẹp,0,0,55.0,outdoor,30,0,47
2026-03-19 06:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,6,Thursday,nhiều mây,0,0,47.0,outdoor,29,0,60
2026-03-19 07:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,7,Thursday,nhiều mây,0,0,60.0,outdoor,29,0,67
2026-03-19 08:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,8,Thursday,nhiều mây,0,0,67.0,outdoor,29,0,69
2026-03-19 09:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,9,Thursday,nhiều mây,0,0,69.0,outdoor,29,0,46
2026-03-19 10:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,10,Thursday,nhiều mây,0,0,46.0,outdoor,29,0,54
2026-03-19 11:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,11,Thursday,nhiều mây,0,0,54.0,outdoor,29,0,49
2026-03-19 12:00:00,DN007,Công viên Biển Đông,Đà Nẵng,thiên nhiên,79,4000,12,Thursday,nhiều mây,0,0,49.0,outdoor,29,0,47
